,ID,tags,text
4837,NCT02582827,"98:126:treatment,165:198:treatment,200:245:treatment,250:273:treatment,","Transfusion of blood products [red blood cells (RBC), white blood cells (WBC) or whole blood] or Hematopoietic growth factors or other hematologic support, such as erythropoiesis-stimulating agents, granulocyte-colony stimulating factor (G-CSF), or platelet transfusion(s) within 14 days of screening"
4838,NCT02581982,"8:26:chronic_disease,45:63:treatment,,102:126:treatment,128:143:treatment,147:170:treatment,173:192:treatment,199:208:treatment,210:217:treatment,222:268:treatment,273:280:chronic_disease,284:307:chronic_disease","Active autoimmune disease that has required systemic treatment in the past 2 years (i.e. with use of disease modifying agents, corticosteroids or immunosuppressive drugs); replacement therapy (eg., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency, etc.) is not considered a form of systemic treatment"
4839,NCT02581982,"18:28:cancer,61:77:treatment,98:118:cancer,134:157:cancer,201:217:treatment,221:244:cancer",Known additional malignancy that is progressing or requires active treatment; exceptions include basal cell carcinoma of the skin or squamous cell carcinoma of the skin that has undergone potentially curative therapy or in situ cervical cancer
4840,NCT02581787,",,,,,,,212:221:treatment,223:232:treatment,236:248:treatment",men or women of child bearing potential must agree to use an acceptable method of birth control (hormonal or barrier method of birth control; abstinence) to avoid pregnancy for at least 90 days after last study treatment (radiation or fresolimumab)
4841,NCT02581215,"19:29:cancer,60:84:cancer,92:113:cancer,121:134:cancer","Concurrent active malignancy other than adequately treated non-melanoma skin cancer, other noninvasive carcinoma, or in situ neoplasm"
4842,NCT02581215,"11:22:treatment,57:65:treatment,67:74:treatment,,139:175:treatment,177:183:treatment,195:204:treatment,206:214:treatment,229:241:treatment,245:256:treatment","Receiving medications that can effect clotting ability: warfarin, aspirin (once-daily aspirin use- maximum dose 325 mg/day is permitted), nonsteroidal anti-inflammatory drugs (NSAIDs, including ibuprofen, naproxen, and others), dipyridamole or clopidogrel, or similar agents"
4843,NCT02581215,"13:37:chronic_disease,24:37:chronic_disease,39:63:chronic_disease,87:116:chronic_disease,,,","Symptomatic congestive heart failure, unstable angina pectoris, symptomatic or poorly controlled cardiac arrhythmia. Symptomatic heart failure per New York Heart Association (NYHA) Class II-IV"
4844,NCT02579967,"8:62:cancer,52:62:cancer,100:112:cancer,181:191:treatment","Active central nervous system (CNS) involvement by malignancy, except in cases of virus-associated malignancies with CNS involvement in which case the patient may benefit from the transplant to control the malignancy"
4845,NCT02579967,"110:126:allergy_name,128:136:allergy_name,138:149:allergy_name,151:160:allergy_name,162:165:allergy_name,167:172:allergy_name","History of allergic reactions attributed to compounds of similar chemical or biologic composition to agents (cyclophosphamide, busulfan, pentostatin, sirolimus, MMF, G-CSF) used in the study"
4846,NCT02579967,"20:36:treatment,29:36:treatment,127:143:treatment,188:197:treatment","Patients receiving standard therapy will be told about the therapy, associated risks, potential benefits, alternatives to the proposed therapy, and the availability of receiving the same treatment elsewhere, outside of a research protocol"
4847,NCT02579265,"27:31:allergy_name,34:37:allergy_name,40:44:allergy_name,49:63:allergy_name","Known hypersensitivity to fish-, egg-, soya- or peanut protein or to any of the active substances or excipients"
4848,NCT02579044,"32:50:chronic_disease,57:87:treatment,105:113:treatment",13.2.5 Subjects with an active bleeding diathesis or on oral anti-vitamin K medication (except low dose coumadin)
4849,NCT02579044,"15:37:chronic_disease,92:100:treatment,115:122:treatment,126:142:treatment",Subjects with endocrine deficiencies are allowed to receive physiologic or stress doses of steroids if necessary. Topical or inhaled steroids are allowed
4850,NCT02578901,"20:41:treatment,45:66:treatment,90:116:treatment,129:144:treatment,,","Subjects receiving anticoagulant therapy or anti-platelet therapy (except when receiving prophylactic anticoagulant or low dose aspirin therapy for prophylaxis only with a plan to discontinue when the platelet count falls below 50,000)"
4851,NCT02578732,"4:17:treatment,10:17:treatment,,55:64:treatment","No major surgery within 3 weeks of the start of study treatment. Patients must have recovered from the side effects of any major surgery at the start of study treatment. For questions on if a surgery is deemed major, definition by surgeon can be used for clarification. Laparoscopy and central venous catheter placement are not considered major surgery"
4852,NCT02578732,"24:38:treatment,32:37:treatment,47:61:treatment",Patients with unstable biliary stents or with plastic stents. Information on type of stent is required at registration
4853,NCT02577549,"120:129:chronic_disease,131:146:chronic_disease,155:178:chronic_disease",Significant co-morbid disease that would threaten safety or impair ability to participate in interventions or testing (Blindness; Type 1 diabetes; Severe coronary artery disease)
4854,NCT02577406,"33:75:treatment,80:83:cancer,93:106:treatment","Refractory to or relapsed after second- or third-line of intensive therapy for AML (eg, the 7 + 3 regimen)"
4855,NCT02577406,"64:67:cancer,71:99:cancer,102:105:cancer,111:118:treatment,128:131:cancer","Subject has primary (ie, de novo) or secondary (progression of MDS or myeloproliferative neoplasms ([MPN], or therapy-related) AML according to WHO classification"
4856,NCT02577406,"23:27:treatment,,65:80:treatment,88:123:treatment,181:213:chronic_disease","Subject has undergone HSCT within 60 days prior to the start of study treatment, or on immunosuppressive therapy post HSCT at the time of screening, or with clinically significant graft-versus-host disease (GVHD)"
4857,NCT02577406,"29:51:treatment,59:75:treatment,93:97:chronic_disease",The use of a stable dose of oral steroid post-HSCT and/or topical steroids for ongoing skin GVHD
4858,NCT02577367,",57:69:treatment,71:126:treatment,131:155:treatment","Started on Enteral feeding within 3 days of enrollment: tube feeding, Percutaneous Endoscopic Gastrostomy or PEG tube feeding, or Jejunostomy tube feeding"
4859,NCT02576444,"1:18:treatment,34:37:treatment,141:160:treatment,162:185:treatment,190:219:treatment",Molecular testing or appropriate IHC results from CLIA-certified laboratories used for patient eligibility should be obtained from the most recent tumor biopsy (baseline tumor biopsies and on-progression tumor biopsies are optional)
4860,NCT02576444,"37:55:treatment,60:77:cancer,94:100:cancer,164:180:treatment,214:223:treatment,276:285:treatment",Patients who have received standard first-line therapy for metastatic cancer (except for the tumors for which no first-line therapy exists) and in whom a trial of targeted therapy is considered the best available treatment option. Eligible patients should not have available therapies that will convey clinical benefit
4861,NCT02576444,"1:24:treatment,7:24:treatment,,135:144:treatment",Prior radiation therapy is allowed. Patients must not have received radiation therapy within 21 days prior to the initiation of study treatment
4862,NCT02576431,"29:51:treatment,74:79:cancer,233:257:treatment","Subjects must have received prior standard therapy appropriate for their tumor type and stage of disease, or in the opinion of the investigator, would be unlikely to tolerate or derive clinically meaningful benefit from appropriate standard of care therapy"
4863,NCT02575404,"28:39:chronic_disease,41:49:chronic_disease,130:173:treatment","Unresolved immune-mediated pneumonitis, diarrhea, elevation of hepatocellular enzymes or other toxicities requiring greater than physiological replacement doses of steroids"
4864,NCT02574910,"17:37:treatment,,82:92:treatment,124:160:treatment",Has received an investigational drug within 4 weeks of the planned first dose of study drug or is currently enrolled in an investigational interventional study
4865,NCT02574455,"25:37:treatment,56:59:treatment,61:69:treatment,71:83:treatment,85:96:treatment,101:112:treatment","Eligible for one of the chemotherapy options listed as TPC (Eribulin, capecitabine, gemcitabine, or vinorelbine) as per investigator assessment"
4866,NCT02573493,"66:69:chronic_disease,128:135:chronic_disease,139:142:treatment","Arm 3: Presence of disease at the oropharynx sub-sites, which is HPV-related as verified by p16, a surrogate marker of HPV, or HPV ISH or PCR"
4867,NCT02573493,"1:13:cancer,40:50:cancer,,,154:189:cancer,191:228:cancer,230:258:cancer,260:291:cancer,331:346:cancer,","malignancies with a negligible risk of metastasis or death (e.g., expected 5-year OS > 90%) that were treated with an expected curative outcome, such as squamous cell carcinoma of the skin, in-situ carcinoma of the cervix uteri, non-melanomatous skin cancer, carcinoma in situ of the breast, or incidental histological finding of prostate cancer (TNM stage of T1a or T1b"
4868,NCT02573246,"44:59:treatment,102:118:treatment,138:148:treatment,150:156:treatment,161:180:treatment,181:191:treatment","Currently engaged or planning to engage in other treatment during the course of the study (including behavior therapy, or other types of individual, family, or group psychotherapy/counseling)"
4869,NCT02573246,"12:19:chronic_disease,60:91:treatment,104:112:chronic_disease,148:154:chronic_disease,156:169:treatment,171:182:chronic_disease,184:206:treatment,276:285:treatment,287:302:treatment,304:320:treatment,322:348:treatment","History of seizure except those therapeutically induced by electroconvulsive therapy (ECT), history of epilepsy in self or first degree relatives, stroke, brain surgery, head injury, cranial metal implants, known structural brain lesion, devices that may be affected by TMS (pacemaker, medication pump, cochlear implant, implanted brain stimulator)"
4870,NCT02572856,"1:4:treatment,6:8:treatment,11:30:treatment","MRI, CT & Diathermy procedure"
4871,NCT02572323,"21:40:chronic_disease,58:71:treatment,84:93:treatment",Active or relapsing autoimmune disorder that may require immunotherapy during this treatment trial
4872,NCT02572323,",,,,,,,198:211:chronic_disease,223:264:chronic_disease,268:279:chronic_disease,290:299:treatment","Aspartate aminotransferase (AST) (SGOT), alanine aminotransferase (ALT) (SGPT) <5 X upper limit of normal (ULN) and alkaline phosphatase <3 X upper limit of normal (ULN) without evidence of active liver disease other than non-alcoholic fatty liver disease (NAFLD) or hepatitis C requiring treatment"
4873,NCT02571478,"180:198:chronic_disease,212:233:chronic_disease,238:269:chronic_disease","clinical practice for patients normally not seen in primary care behavioral health, i.e., patients greater than mild risk for self-harm, patients with current alcohol dependence, psychotic disorder, significant dissociative disorder, or moderate or severe brain injury"
4874,NCT02570984,"1:33:treatment,44:53:treatment,64:72:treatment",Prior aeroallergen immunotherapy or use of biologics including anti-IgE
4875,NCT02570672,"33:51:chronic_disease,84:103:chronic_disease,105:133:chronic_disease,135:155:chronic_disease,157:185:chronic_disease,187:203:chronic_disease","Chronic inflammatory condition, autoimmune disease, or infectious processes (e.g., active tuberculosis, Human Immunodeficiency Virus, rheumatoid arthritis, systemic lupus erythematosus, hepatitis B or C)"
4876,NCT02570672,"25:42:treatment,44:61:treatment,63:77:treatment,81:99:treatment,","Subjects who have taken systemic steroids, anabolic steroids, growth hormone or immunosuppressants within 6 months"
4877,NCT02568267,"23:42:treatment,44:48:treatment,53:67:treatment,89:95:cancer","excluding approved or investigational Trk, ROS1, or ALK inhibitors in patients who have tumors that harbor those respective gene rearrangements"
4878,NCT02567422,"1:4:chronic_disease,26:81:treatment,85:105:treatment",HIV-positive patients on combination antiretroviral therapy with strong inducers or inhibitors of CYP3A4
4879,NCT02567422,"15:39:cancer,41:75:cancer,81:106:cancer","Patients with nasopharyngeal carcinoma, skin squamous cell carcinoma (SCC), and salivary gland carcinomas"
4880,NCT02567266,",64:68:treatment,,84:98:treatment,167:177:treatment","but the adolescent must be on a stable dosage for 2 months for SSRI or 1 month for benzodiazepine prior to consenting to the study. The type, dosage and frequency of medication will be monitored at all major study assessment points, but subsequent changes will not incur exclusion from the investigation"
4881,NCT02567227,"42:48:cancer,87:96:treatment,99:124:chronic_disease,142:167:treatment,178:191:chronic_disease","Serious chronic or acute illness such as cancer (late stage, metastatic, or on active treatment), chronic pulmonary disease on ventilator or continuous oxygen therapy or active liver disease"
4882,NCT02566304,"1:7:chronic_disease,9:18:cancer,23:30:cancer,,137:144:treatment,149:163:treatment,167:186:treatment,209:218:treatment","RAEB-1, RCMD+/-RS, or MDS NOS with stable disease for 6 months (as documented by serial bone marrow examinations) in the absence of any therapy but growth factors or transfusion support. Patients who require treatment to control their disease must show chemo-responsiveness"
4883,NCT02565901,"9:98:treatment,100:111:treatment,115:126:treatment","Ongoing gonadal androgen deprivation therapy with gonadotropin-releasing hormone (GnRH) analogues, antagonists or orchiectomy"
4884,NCT02565901,"91:100:treatment,124:141:chronic_disease,164:174:treatment",patient must be offered and made aware of all Food and Drug Administration (FDA)?approved treatment options; patients with bone only disease may not have received radium-223
4885,NCT02565446,"12:35:chronic_disease,81:111:chronic_disease,113:120:chronic_disease,122:144:chronic_disease,149:182:chronic_disease","History of decompensated cirrhosis complicated by one or more of the following: esophageal variceal hemorrhage, ascites, hepatic encephalopathy, or spontaneous bacterial peritonitis"
4886,NCT02564978,"30:51:chronic_disease,62:70:treatment,74:91:treatment",Participant has a history of chronic renal failure requiring dialysis or kidney transplant
4887,NCT02564796,"1:23:chronic_disease,48:53:treatment,126:149:treatment,151:188:treatment","Cyanotic heart disease who have had a surgical shunt or a catheterization intervention that is equivalent to a shunt (patent ductus arteriosus stent, right ventricular outflow tract stent)"
4888,NCT02564744,"58:65:treatment,77:84:treatment,129:131:treatment,135:137:treatment,","Participants who received more than one line of previous therapy (including HD-ASCT), and have achieved a duration of response (CR or PR) of at least 8 weeks (from the last day of the last cycle) after their last line of therapy"
4889,NCT02563678,",32:48:treatment,52:75:treatment,79:97:treatment,115:127:treatment",Use in the past 30 days of any over-the-counter or prescription medication or dietary supplement beyond a general multivitamin
4890,NCT02562755,"28:50:chronic_disease,74:95:chronic_disease,97:120:chronic_disease","Current or past history of cardiovascular disease (e.g.. past history of myocardial infarction, ischemic cardiomyopathy)"
4891,NCT02562755,"36:97:treatment,89:91:treatment,102:160:treatment,212:222:treatment","using a dynamic imaging technique (arterial phase of triphasic computerized tomography [CT] scan, or dynamic contrast-enhanced magnetic resonance imaging [MRI]), and injectable under imaging-guidance (CT and/or ultrasound)"
4892,NCT02562716,"31:44:cancer,54:74:treatment,78:81:treatment",Patients must have resectable primary tumor based on contrast-enhanced CT or MRI
4893,NCT02562430,"25:42:chronic_disease,49:54:chronic_disease,56:59:chronic_disease,63:76:chronic_disease,183:186:chronic_disease","Subjects with secondary anxiety disorders, like panic, GAD or simple phobia will be allowed, in order to make the population studied more representative of the general population of MDD"
4894,NCT02562430,"11:28:treatment,36:38:treatment,40:44:treatment,46:61:treatment,63:70:treatment","potential augmenting agents (e.g., T3, SAMe, St. John's Wort, lithium,)"
4895,NCT02562235,"12:36:chronic_disease,48:64:chronic_disease,68:81:chronic_disease","History of left-sided heart disease, including valvular disease or heart failure"
4896,NCT02562066,"5:23:chronic_disease,33:42:chronic_disease,153:164:treatment","Any systemic bacterial or other infection, which is clinically significant in the opinion of the investigator and has not been treated with appropriate antibiotics"
4897,NCT02562066,"35:49:treatment,51:61:treatment,63:72:treatment,74:83:treatment,88:98:treatment,135:146:treatment","Willingness of patients receiving pyridostigmine, prednisone, albuterol, ephedrine, or fluoxetine to remain on a stable dose of these medications throughout the study interval"
4898,NCT02562040,"13:31:chronic_disease,41:44:treatment,56:93:chronic_disease,95:114:chronic_disease,116:152:chronic_disease,154:175:chronic_disease,180:201:chronic_disease","Significant cardiac arrhythmia noted on PSG including: non-sustained ventricular tachycardia, atrial fibrillation, second degree atrioventricular block, sustained bradycardia, or sustained tachycardia"
4899,NCT02561988,"12:23:treatment,31:39:chronic_disease,41:50:chronic_disease,55:62:treatment","reason for transfusion is not bleeding, hemolysis, or therapy-related"
4900,NCT02560766,"44:64:chronic_disease,96:106:chronic_disease,108:138:treatment,141:157:chronic_disease,162:175:chronic_disease","Current or past history of any significant psychiatric disorder including, but not limited to, depression (treatment with antidepressants), bipolar disorder, or schizophrenia"
4901,NCT02560623,"13:33:treatment,44:52:treatment,54:62:treatment","Patients on oral anticoagulation including Coumadin, Warfarin"
4902,NCT02559817,",,148:156:treatment,158:169:treatment,174:179:treatment,","For at least 2 months before the Screening Visit, the patient has had 2 or fewer defecations (with each defecation occurring in the absence of any laxative, suppository, or enema use during the preceding 24 hours) in the toilet per week"
4903,NCT02557321,"47:58:chronic_disease,60:78:chronic_disease,80:90:chronic_disease,101:128:chronic_disease","History or evidence of symptomatic autoimmune pneumonitis, glomerulonephritis, vasculitis, or other systemic autoimmune disease"
4904,NCT02557321,"37:73:chronic_disease,77:90:treatment,,114:134:treatment",there is no evidence of progressive central nervous system (CNS) disease on brain imaging at least 30 days after definitive treatment
4905,NCT02556619,"32:59:treatment,61:79:treatment,81:89:treatment,91:103:treatment,107:123:treatment","Child-Pugh C, not eligible for liver transplantation (TXP), surgical resection, ablation, locoregional or systemic therapy"
4906,NCT02556606,"30:39:treatment,45:74:treatment,78:120:treatment",Patients currently receiving treatment with vagus nerve stimulation (VNS) or repetitive transcranial stimulation (rTMS)
4907,NCT02555280,"8:18:cancer,52:71:cancer,80:103:cancer,","Active malignancy: a patient with a history of any invasive malignancy (except nonmelanoma skin cancer), unless he/she has been treated with curative intent and there has been no clinical signs or symptoms of the malignancy for at least five years"
4908,NCT02555280,"18:26:allergy_name,28:43:allergy_name,48:87:allergy_name","Known allergy to titanium, titanium alloys, or MR (magnetic resonance) contrast agents"
4909,NCT02555280,"1:13:treatment,15:55:treatment,57:77:treatment,82:128:treatment","Prior fusion, implantation of a total disc replacement, complete laminectomy, or implantation of an interspinous process device at index level"
4910,NCT02555189,"19:28:cancer,72:80:treatment,88:130:treatment,135:151:cancer",Clinically stable CNS tumor at the time of screening and not receiving steroids and/or enzyme-inducing anti-epileptic medications for brain metastases
4911,NCT02555189,"15:29:treatment,30:47:treatment,72:81:treatment,85:97:chronic_disease,115:144:chronic_disease",Initiation of bisphosphonate/denosumab therapy will be allowed for the treatment of osteoporosis or prevention of skeletal-related events (SRE) during protocol treatment
4912,NCT02555189,"26:38:treatment,31:38:treatment,,66:90:treatment,,231:239:chronic_disease,","Patient who has received radiotherapy ? 4 weeks or limited field radiation for palliation ? 2 weeks prior to enrollment, and who has not recovered to Grade 1 or better from related side effects of such therapy (exceptions include alopecia) and/or in whom ? 30% of the bone marrow was irradiated"
4913,NCT02555189,"1:16:treatment,20:37:treatment,45:63:treatment",Planned surgery or radiation therapy during protocol treatment
4914,NCT02555189,"21:26:cancer,30:53:cancer,55:83:cancer,107:122:cancer","adequately treated, basal or squamous cell carcinoma, non-melanomatous skin cancer or curatively resected cervical cancer"
4915,NCT02554903,"1:71:treatment,,102:111:treatment,130:143:treatment,145:155:treatment,157:166:treatment,168:177:treatment,182:197:treatment","Treatment with strong inducers of cytochrome P450 isozyme 3A4 (CYP3A4) within 28 days prior to study treatment initiation (e.g., carbamazepine, rifampicin, rifabutin, phenytoin and St. John's Wort)"
4916,NCT02554786,"23:58:treatment,60:64:treatment,,83:86:treatment,111:114:treatment,115:119:treatment,,,136:140:treatment,,","Withholding period of bronchodilators prior to spirometry: SABA for ? 6 hours and FDC or free combinations of ICS/LABA for ? 48 hours, SAMA for ? 8 hours, xanthines >=07 days"
4917,NCT02554786,"12:33:chronic_disease,45:51:chronic_disease,84:88:chronic_disease,90:101:chronic_disease,103:128:chronic_disease,130:145:chronic_disease,170:184:chronic_disease,189:208:chronic_disease","history of chronic lung diseases other than asthma, including (but not limited to) COPD, sarcoidosis, interstitial lung disease, cystic fibrosis, clinically significant bronchiectasis and active tuberculosis"
4918,NCT02553941,"1:19:treatment,30:42:treatment,44:57:treatment,59:71:treatment,73:112:treatment,","Anticancer therapy including chemotherapy, immunotherapy, radiotherapy, hormonal or any investigational therapy within 14 days or 5 half-lives prior to first dose of study drug"
4919,NCT02553941,"31:53:chronic_disease,170:196:chronic_disease,200:218:chronic_disease,243:260:chronic_disease","Unable to swallow capsules or malabsorption syndrome, disease significantly affecting gastrointestinal function, or resection of the stomach or small bowel, symptomatic inflammatory bowel disease or ulcerative colitis, or partial or complete bowel obstruction"
4920,NCT02553642,"1:8:treatment,12:28:treatment,34:61:treatment,107:125:chronic_disease","Inhaled or topical steroids, and adrenal replacement steroid doses are permitted in the absence of active autoimmune disease"
4921,NCT02553642,"13:23:cancer,,106:112:cancer,153:168:treatment,189:198:treatment","Other prior malignancy active within the previous 2 years except for local or organ confined early stage cancer that has been definitively treated with curative intent or does not require treatment, does not require ongoing treatment, has no evidence of active disease and has a negligible risk of recurrence and is therefore unlikely to interfere with the endpoints of the study"
4922,NCT02553642,",35:70:treatment,79:88:treatment,92:143:cancer",Subjects must have had at least 1 platinum based chemotherapy regimen for the treatment of metastatic or locally advanced unresectable disease
4923,NCT02553642,"40:65:treatment,58:65:treatment,148:158:chronic_disease",Subjects with toxicities attributed to prior anti-cancer therapy and which are not expected to resolve and result in long lasting sequelae such as neuropathy after platinum-based therapy
4924,NCT02553460,"29:63:cancer,67:98:cancer,,157:179:cancer","Patient has newly diagnosed acute lymphoblastic leukemia (ALL) or acute undifferentiated leukemia with ?25% blasts in the bone marrow (M3), with or without extramedullary disease"
4925,NCT02553265,"15:34:chronic_disease,36:42:chronic_disease,58:61:treatment","Patients with atrial fibrillation, angina or significant ECG abnormality"
4926,NCT02552953,"21:33:treatment,35:53:treatment,68:90:treatment","Currently receiving radiotherapy, biological therapy, or any other investigational agents"
4927,NCT02549937,"1:17:cancer,25:48:chronic_disease,64:71:treatment,79:91:treatment,134:148:cancer,,191:199:treatment,,233:248:treatment","Brain metastases and/or spinal cord compression untreated with surgery and/or radiotherapy, and without clinical imaging evidence of stable disease for 14 days or longer; Subjects requiring steroids within 4 weeks prior to start of study treatment"
4928,NCT02549937,"41:54:chronic_disease,66:71:chronic_disease,81:90:chronic_disease,118:127:chronic_disease","Known clinically significant history of liver disease, including viral or other hepatitis, current alcohol abuse, or cirrhosis"
4929,NCT02549937,"1:35:treatment,,78:103:treatment,115:127:treatment,129:149:treatment,151:165:treatment,167:177:treatment,182:195:treatment","Systemic anti-neoplastic therapies within 4 weeks prior to the initiation of investigational treatment, including chemotherapy, radical radiotherapy, hormonotherapy, biotherapy and immunotherapy"
4930,NCT02549833,"62:66:chronic_disease,68:86:chronic_disease,101:109:chronic_disease,111:124:chronic_disease","Any conditions that could potentially alter immune function (AIDS, multiple sclerosis, uncontrolled diabetes, renal failure)"
4931,NCT02549833,"41:49:treatment,74:93:treatment,113:128:cancer","must show supratentorial, non-enhancing T2-FLAIR lesions that need to be surgically resected and are likely WHO grade II glioma"
4932,NCT02547818,"14:23:allergy_name,25:31:allergy_name,33:40:allergy_name,42:49:allergy_name,60:67:allergy_name","Allergies to ibuprofen (Advil®, Motrin®, Nuprin®, etc.) or aspirin"
4933,NCT02547818,"32:37:treatment,42:56:chronic_disease,58:78:chronic_disease,97:118:chronic_disease,","Chronic daily use of high-dose NSAID for osteoarthritis, rheumatoid arthritis, or other chronic inflammatory diseases (chronic defined as 3200 mg/day for >2 weeks)"
4934,NCT02547662,"95:117:chronic_disease,119:138:chronic_disease,142:154:chronic_disease","Other co-morbidity which would interfere with patient's ability to participate in trial, e.g. uncontrolled infection, uncompensated heart or lung disease"
4935,NCT02547584,"12:29:treatment,34:44:chronic_disease,48:61:chronic_disease",Undergoing catheter ablation for paroxysmal or persistent AF
4936,NCT02544880,"37:51:treatment,54:75:treatment,98:115:treatment","Prior or known adverse reactions to PDE5 inhibitors, poly-ICLC (Hiltonol®), and prior dose(s) of Influenza vaccine including but not limited to their components"
4937,NCT02544880,"29:53:cancer,55:72:cancer,77:95:cancer","Recurrent or second primary HNSCC of the nasopharynx, paranasal sinuses, or cervical esophagus"
4938,NCT02544880,"8:50:treatment,59:80:treatment,82:101:treatment","Use of Phosphodiesterase Type 5 (PDE5) inhibitors such as vardenafil (Levitra®), Tadalafil (Cialis®)"
4939,NCT02544373,"1:10:chronic_disease,11:22:chronic_disease,26:46:chronic_disease","Physical, psychiatric or cognitive impairment that prevents informed consent, PSG, PAP use, or reliable longitudinal follow-up"
4940,NCT02543983,"64:78:treatment,80:98:treatment,100:128:treatment,133:151:treatment,153:169:treatment,174:193:treatment","Participants with metal objects implanted in the body, such as aneurysm clips, neural stimulators, implanted cardiac pacemakers, or auto-defibrillator, cochlear implant, or ocular foreign body which would make having an MRI scan unsafe"
4941,NCT02543983,"19:46:chronic_disease,57:64:chronic_disease,66:71:chronic_disease,73:90:chronic_disease,92:103:chronic_disease,105:119:chronic_disease,147:169:chronic_disease,172:186:chronic_disease,188:198:chronic_disease,200:211:chronic_disease,216:235:chronic_disease","Serious, unstable medical conditions/problems including hepatic, renal, gastroenterologic, respiratory, cardiovascular (including blood pressure, ischemic heart disease), endocrinologic, neurologic, immunologic, or hematologic disease"
4942,NCT02543944,"23:60:treatment,72:78:treatment,119:130:treatment",report ongoing use of over-the-counter or prescription drug (including Maalox) that would have major interaction with study drugs
4943,NCT02543866,"15:41:treatment,84:98:treatment,112:119:chronic_disease,181:192:chronic_disease","Presence of a ventriculoperitoneal shunt or other intrabdominal device, receipt of renal dialysis, presence of ascites, or other conditions/devices that would increase the risk of peritonitis"
4944,NCT02542657,"7:36:chronic_disease,40:52:treatment,83:98:treatment,115:126:treatment",Known gastrointestinal (GI) disease or GI procedure that could interfere with the oral absorption or tolerance of study drugs including difficulty swallowing
4945,NCT02542202,"35:62:treatment,66:94:treatment,102:119:treatment",Patients may not be receiving any systemic anti-cancer agents or other investigational agents during radiation therapy
4946,NCT02542202,"23:41:treatment,43:56:treatment,58:74:treatment,79:91:treatment,","Patients who have had prior chemotherapy, immunotherapy, targeted therapy, or radiotherapy within 1 month of enrollment"
4947,NCT02541903,"23:32:treatment,34:41:treatment,75:90:treatment,,181:190:treatment",have completed local (radiation) therapy and have discontinued the use of corticosteroids or have been on stable dose of corticosteroids for at least 4 weeks before starting study treatment
4948,NCT02541565,"14:45:treatment,47:90:treatment,92:135:treatment,137:184:treatment,196:201:treatment,207:273:treatment,265:273:treatment,285:295:treatment,321:370:treatment","Has received prior therapy with an anti-PD-1, anti-programmed cell death ligand 1 (PD-L1), anti-programmed cell death ligand 2 (PD-L2), anti-tumor necrosis factor receptor superfamily, member 9 (CD137), or anti-cytotoxic T-lymphocyte-associated antigen-4 (CTLA-4) antibody (including ipilimumab or any other antibody or drug specifically targeting T-cell co-stimulation or checkpoint pathways)"
4949,NCT02541565,"1:20:treatment,28:37:treatment,39:46:treatment,51:97:treatment,102:109:chronic_disease,113:136:chronic_disease,172:190:treatment","replacement therapy (e.g., thyroxine, insulin, or physiologic corticosteroid replacement therapy for adrenal or pituitary insufficiency, etc.) is not considered a form of systemic treatment"
4950,NCT02540330,"16:25:chronic_disease,36:47:chronic_disease,52:69:chronic_disease",Presence of an infection including ulcerations and fungal infections in the breast to be studied
4951,NCT02539160,"4:13:treatment,28:35:treatment,51:62:treatment",On treatment with low-dose aspirin (81mg/day) and clopidogrel (75mg/day)
4952,NCT02538198,"31:65:chronic_disease,61:64:chronic_disease,95:120:treatment,129:133:chronic_disease","Patients seropositive for the human immunodeficiency virus (HIV), and/or those who are taking anti-retroviral treatment for HIV/AIDS"
4953,NCT02538198,"1:8:treatment,,,24:32:treatment,54:61:treatment,71:82:treatment",aspirin (81 or 325 mg) warfarin low molecular weight heparin or other medications as clinically indicated
4954,NCT02536794,"14:23:chronic_disease,25:30:chronic_disease,35:54:chronic_disease","Uncontrolled pulmonary, renal, or hepatic dysfunction"
4955,NCT02536794,"14:23:chronic_disease,25:30:chronic_disease,35:54:chronic_disease,56:78:chronic_disease","uncontrolled pulmonary, renal, or hepatic dysfunction, uncontrolled infection"
4956,NCT02535533,"11:17:cancer,,111:121:cancer,125:150:cancer,152:178:cancer,164:171:cancer,191:222:cancer,224:230:cancer,265:280:cancer,","Any other cancer from which the patient has been disease-free for less than 5 years (except treated and cured basal-cell or squamous-cell skin cancer, superficial bladder cancer, or treated carcinoma in situ of the cervix, breast, or bladder and treated localized prostate cancer with undetectable PSA for 2 years)"
4957,NCT02535312,",,,93:105:treatment,110:122:treatment,233:250:treatment,268:282:treatment",">= 45 years of age and has not had menses for >= 2 years, amenorrheic for < 2 years without hysterectomy and oophorectomy and a follicle-stimulating hormone value in the postmenopausal range upon pretrial (screening) evaluation, or post hysterectomy, oophorectomy or tubal ligation"
4958,NCT02535312,"37:49:treatment,78:90:cancer,101:135:treatment",patients with histologically proven chemotherapy-naive advanced unresectable solid tumors for which pemetrexed combined with cisplatin is an indicated regimen
4959,NCT02535286,"7:24:chronic_disease,26:43:chronic_disease,47:60:chronic_disease","Known hepatitis B virus, hepatitis C virus or HIV infection"
